UTC,Latitude,Longitude
2025/03/25 - 15:25:00,49.38394333,1.06818333
2025/03/25 - 15:25:01,49.38395667,1.06818667
2025/03/25 - 15:25:02,49.38394500,1.06819667
2025/03/25 - 15:25:03,49.38394167,1.06820000
2025/03/25 - 15:25:04,49.38393500,1.06820333
2025/03/25 - 15:25:05,49.38393667,1.06819833
2025/03/25 - 15:25:06,49.38395000,1.06820333
2025/03/25 - 15:25:07,49.38397000,1.06822500
2025/03/25 - 15:25:08,49.38396833,1.06822333
2025/03/25 - 15:25:09,49.38399167,1.06828167
2025/03/25 - 15:25:10,49.38399167,1.06830000
2025/03/25 - 15:25:11,49.38400000,1.06830667
2025/03/25 - 15:25:12,49.38400333,1.06832167
2025/03/25 - 15:25:13,49.38401833,1.06833000
2025/03/25 - 15:25:14,49.38403667,1.06832000
2025/03/25 - 15:25:15,49.38406167,1.06832167
2025/03/25 - 15:25:16,49.38409333,1.06831667
2025/03/25 - 15:25:17,49.38410500,1.06831667
2025/03/25 - 15:25:18,49.38413333,1.06832500
2025/03/25 - 15:25:19,49.38413333,1.06832500
2025/03/25 - 15:25:20,49.38413167,1.06832667
2025/03/25 - 15:25:21,49.38413500,1.06832500
2025/03/25 - 15:25:22,49.38412167,1.06832167
2025/03/25 - 15:25:23,49.38411167,1.06832333
2025/03/25 - 15:25:24,49.38413500,1.06833667
2025/03/25 - 15:25:25,49.38416667,1.06834833
2025/03/25 - 15:25:26,49.38417833,1.06835500
2025/03/25 - 15:25:27,49.38413667,1.06833667
2025/03/25 - 15:25:28,49.38407500,1.06828833
2025/03/25 - 15:25:29,49.38404333,1.06825333
2025/03/25 - 15:25:30,49.38401000,1.06822667
2025/03/25 - 15:25:31,49.38398000,1.06821333
2025/03/25 - 15:25:32,49.38394833,1.06824667
2025/03/25 - 15:25:33,49.38390833,1.06825833
2025/03/25 - 15:25:34,49.38389833,1.06826667
2025/03/25 - 15:25:35,49.38389500,1.06827667
2025/03/25 - 15:25:36,49.38389667,1.06827833
2025/03/25 - 15:25:37,49.38389833,1.06828333
2025/03/25 - 15:25:38,49.38388167,1.06828833
2025/03/25 - 15:25:39,49.38391167,1.06832167
2025/03/25 - 15:25:40,49.38388000,1.06831167
2025/03/25 - 15:25:41,49.38389667,1.06832500
2025/03/25 - 15:25:42,49.38387167,1.06830833
2025/03/25 - 15:25:43,49.38387500,1.06830833
2025/03/25 - 15:25:44,49.38387333,1.06831667
2025/03/25 - 15:25:45,49.38390500,1.06840500
2025/03/25 - 15:25:46,49.38394000,1.06849833
2025/03/25 - 15:25:47,49.38397667,1.06864333
2025/03/25 - 15:25:48,49.38401667,1.06878500
2025/03/25 - 15:25:49,49.38402333,1.06890000
2025/03/25 - 15:25:50,49.38403500,1.06888000
2025/03/25 - 15:25:51,49.38402667,1.06884833
