UTC,Latitude,Longitude
2025/03/25 - 15:39:32,49.38530000,1.06842667
2025/03/25 - 15:39:33,49.38531333,1.06843000
2025/03/25 - 15:39:34,49.38532167,1.06843833
2025/03/25 - 15:39:35,49.38533333,1.06845000
2025/03/25 - 15:39:36,49.38534667,1.06846167
2025/03/25 - 15:39:37,49.38535833,1.06847500
2025/03/25 - 15:39:38,49.38536833,1.06848500
2025/03/25 - 15:39:39,49.38537333,1.06849333
2025/03/25 - 15:39:40,49.38537833,1.06850500
2025/03/25 - 15:39:41,49.38538500,1.06851667
2025/03/25 - 15:39:42,49.38539167,1.06853167
2025/03/25 - 15:39:43,49.38539833,1.06854667
2025/03/25 - 15:39:44,49.38540667,1.06856167
2025/03/25 - 15:39:45,49.38541167,1.06856833
2025/03/25 - 15:39:46,49.38541833,1.06858000
2025/03/25 - 15:39:47,49.38542333,1.06859000
2025/03/25 - 15:39:48,49.38543000,1.06860000
2025/03/25 - 15:39:49,49.38543833,1.06860833
2025/03/25 - 15:39:50,49.38545000,1.06861833
2025/03/25 - 15:39:51,49.38545833,1.06862833
2025/03/25 - 15:39:52,49.38546333,1.06863667
2025/03/25 - 15:39:53,49.38546833,1.06864500
2025/03/25 - 15:39:54,49.38547667,1.06865333
2025/03/25 - 15:39:55,49.38548333,1.06866500
2025/03/25 - 15:39:56,49.38549333,1.06867667
2025/03/25 - 15:39:57,49.38550333,1.06868500
2025/03/25 - 15:39:58,49.38550833,1.06869167
2025/03/25 - 15:39:59,49.38551667,1.06870167
2025/03/25 - 15:40:00,49.38552500,1.06871500
2025/03/25 - 15:40:01,49.38553333,1.06873000
2025/03/25 - 15:40:02,49.38554333,1.06873833
2025/03/25 - 15:40:03,49.38555167,1.06874833
2025/03/25 - 15:40:04,49.38556167,1.06875833
2025/03/25 - 15:40:05,49.38557167,1.06876667
2025/03/25 - 15:40:06,49.38558333,1.06878167
2025/03/25 - 15:40:07,49.38559667,1.06879667
2025/03/25 - 15:40:08,49.38560667,1.06880167
2025/03/25 - 15:40:09,49.38561500,1.06881167
2025/03/25 - 15:40:10,49.38562333,1.06881500
2025/03/25 - 15:40:11,49.38563333,1.06881167
2025/03/25 - 15:40:12,49.38563833,1.06880500
2025/03/25 - 15:40:13,49.38565000,1.06879833
2025/03/25 - 15:40:14,49.38566500,1.06880000
2025/03/25 - 15:40:15,49.38567667,1.06879000
2025/03/25 - 15:40:16,49.38568667,1.06878167
2025/03/25 - 15:40:17,49.38569500,1.06877167
2025/03/25 - 15:40:18,49.38569833,1.06875667
2025/03/25 - 15:40:19,49.38570667,1.06874000
2025/03/25 - 15:40:20,49.38571500,1.06872167
2025/03/25 - 15:40:21,49.38572833,1.06870833
2025/03/25 - 15:40:22,49.38573000,1.06869500
2025/03/25 - 15:40:23,49.38573000,1.06868167
2025/03/25 - 15:40:24,49.38572833,1.06867333
2025/03/25 - 15:40:25,49.38573000,1.06866167
2025/03/25 - 15:40:26,49.38574000,1.06864667
2025/03/25 - 15:40:27,49.38573833,1.06864000
2025/03/25 - 15:40:28,49.38573000,1.06862333
2025/03/25 - 15:40:29,49.38570833,1.06861667
2025/03/25 - 15:40:30,49.38570167,1.06860500
2025/03/25 - 15:40:31,49.38569833,1.06859667
2025/03/25 - 15:40:32,49.38568500,1.06859167
2025/03/25 - 15:40:33,49.38568333,1.06857333
2025/03/25 - 15:40:34,49.38568667,1.06855833
2025/03/25 - 15:40:35,49.38569333,1.06854500
2025/03/25 - 15:40:36,49.38570167,1.06853167
2025/03/25 - 15:40:37,49.38570833,1.06852333
2025/03/25 - 15:40:38,49.38571833,1.06851167
2025/03/25 - 15:40:39,49.38572500,1.06850667
2025/03/25 - 15:40:40,49.38573333,1.06849833
2025/03/25 - 15:40:41,49.38573167,1.06848500
2025/03/25 - 15:40:42,49.38573000,1.06847000
2025/03/25 - 15:40:43,49.38572333,1.06845833
2025/03/25 - 15:40:44,49.38571667,1.06844333
2025/03/25 - 15:40:45,49.38572000,1.06842500
2025/03/25 - 15:40:46,49.38572500,1.06840667
2025/03/25 - 15:40:47,49.38573500,1.06837833
2025/03/25 - 15:40:48,49.38574167,1.06836333
2025/03/25 - 15:40:49,49.38574500,1.06835000
2025/03/25 - 15:40:50,49.38574667,1.06833833
2025/03/25 - 15:40:51,49.38575000,1.06832667
2025/03/25 - 15:40:52,49.38575333,1.06831500
2025/03/25 - 15:40:53,49.38574833,1.06831167
2025/03/25 - 15:40:54,49.38575167,1.06830333
2025/03/25 - 15:40:55,49.38575667,1.06828833
2025/03/25 - 15:40:56,49.38575833,1.06827333
2025/03/25 - 15:40:57,49.38576667,1.06825833
2025/03/25 - 15:40:58,49.38577667,1.06824167
2025/03/25 - 15:40:59,49.38578167,1.06822500
2025/03/25 - 15:41:00,49.38578167,1.06821000
2025/03/25 - 15:41:01,49.38578000,1.06818833
2025/03/25 - 15:41:02,49.38577167,1.06816500
2025/03/25 - 15:41:03,49.38576000,1.06814000
2025/03/25 - 15:41:04,49.38575833,1.06812333
2025/03/25 - 15:41:05,49.38574667,1.06811167
2025/03/25 - 15:41:06,49.38574667,1.06810500
2025/03/25 - 15:41:07,49.38574333,1.06809333
2025/03/25 - 15:41:08,49.38574167,1.06807833
2025/03/25 - 15:41:09,49.38574500,1.06807167
2025/03/25 - 15:41:10,49.38574500,1.06807000
2025/03/25 - 15:41:11,49.38574167,1.06806333
2025/03/25 - 15:41:12,49.38574000,1.06804833
2025/03/25 - 15:41:13,49.38573333,1.06803167
2025/03/25 - 15:41:14,49.38572500,1.06801667
2025/03/25 - 15:41:15,49.38571667,1.06800667
2025/03/25 - 15:41:16,49.38571000,1.06799667
2025/03/25 - 15:41:17,49.38569833,1.06797500
2025/03/25 - 15:41:18,49.38568667,1.06794667
2025/03/25 - 15:41:19,49.38567667,1.06792333
2025/03/25 - 15:41:20,49.38567667,1.06790667
2025/03/25 - 15:41:21,49.38567667,1.06790000
2025/03/25 - 15:41:22,49.38567500,1.06789167
2025/03/25 - 15:41:23,49.38567500,1.06789333
2025/03/25 - 15:41:24,49.38567333,1.06788833
2025/03/25 - 15:41:25,49.38567167,1.06789167
2025/03/25 - 15:41:26,49.38567333,1.06789833
2025/03/25 - 15:41:27,49.38566667,1.06789000
2025/03/25 - 15:41:28,49.38566000,1.06788333
2025/03/25 - 15:41:29,49.38565167,1.06787833
2025/03/25 - 15:41:30,49.38564167,1.06787667
2025/03/25 - 15:41:31,49.38563000,1.06787167
2025/03/25 - 15:41:32,49.38561833,1.06787000
2025/03/25 - 15:41:33,49.38560500,1.06786500
2025/03/25 - 15:41:34,49.38560000,1.06785167
2025/03/25 - 15:41:35,49.38559167,1.06784000
2025/03/25 - 15:41:36,49.38558500,1.06782833
2025/03/25 - 15:41:37,49.38558000,1.06782167
2025/03/25 - 15:41:38,49.38557500,1.06781667
2025/03/25 - 15:41:39,49.38557167,1.06781167
2025/03/25 - 15:41:40,49.38556667,1.06780500
2025/03/25 - 15:41:41,49.38556667,1.06780000
2025/03/25 - 15:41:42,49.38555667,1.06779000
2025/03/25 - 15:41:43,49.38555000,1.06777833
2025/03/25 - 15:41:44,49.38554000,1.06776667
2025/03/25 - 15:41:45,49.38553167,1.06775833
2025/03/25 - 15:41:46,49.38552167,1.06774833
2025/03/25 - 15:41:47,49.38551500,1.06774000
2025/03/25 - 15:41:48,49.38551167,1.06773167
2025/03/25 - 15:41:49,49.38550667,1.06772167
2025/03/25 - 15:41:50,49.38550167,1.06771000
2025/03/25 - 15:41:51,49.38549667,1.06770167
2025/03/25 - 15:41:52,49.38549000,1.06769167
2025/03/25 - 15:41:53,49.38548500,1.06768500
2025/03/25 - 15:41:54,49.38548167,1.06768333
2025/03/25 - 15:41:55,49.38547333,1.06767500
2025/03/25 - 15:41:56,49.38546500,1.06767500
2025/03/25 - 15:41:57,49.38545667,1.06767167
2025/03/25 - 15:41:58,49.38544667,1.06766167
2025/03/25 - 15:41:59,49.38543667,1.06765333
2025/03/25 - 15:42:00,49.38542833,1.06765167
2025/03/25 - 15:42:01,49.38542500,1.06764833
2025/03/25 - 15:42:02,49.38541833,1.06764500
2025/03/25 - 15:42:03,49.38541167,1.06764333
2025/03/25 - 15:42:04,49.38540333,1.06764000
2025/03/25 - 15:42:05,49.38539667,1.06763500
2025/03/25 - 15:42:06,49.38539000,1.06763333
2025/03/25 - 15:42:07,49.38538500,1.06762833
2025/03/25 - 15:42:08,49.38538000,1.06762167
2025/03/25 - 15:42:09,49.38537333,1.06762167
2025/03/25 - 15:42:10,49.38536667,1.06762000
2025/03/25 - 15:42:11,49.38536000,1.06762167
2025/03/25 - 15:42:12,49.38535000,1.06762167
2025/03/25 - 15:42:13,49.38534000,1.06762333
2025/03/25 - 15:42:14,49.38532667,1.06762500
2025/03/25 - 15:42:15,49.38531500,1.06762833
2025/03/25 - 15:42:16,49.38530500,1.06763167
2025/03/25 - 15:42:17,49.38529167,1.06763500
2025/03/25 - 15:42:18,49.38528167,1.06763833
2025/03/25 - 15:42:19,49.38527167,1.06764000
2025/03/25 - 15:42:20,49.38526000,1.06764000
2025/03/25 - 15:42:21,49.38525000,1.06764500
2025/03/25 - 15:42:22,49.38523667,1.06765167
2025/03/25 - 15:42:23,49.38522667,1.06765500
2025/03/25 - 15:42:24,49.38521833,1.06765833
2025/03/25 - 15:42:25,49.38520833,1.06766000
2025/03/25 - 15:42:26,49.38520000,1.06766333
2025/03/25 - 15:42:27,49.38519333,1.06766667
2025/03/25 - 15:42:28,49.38518333,1.06767167
2025/03/25 - 15:42:29,49.38517500,1.06767500
2025/03/25 - 15:42:30,49.38516833,1.06767833
2025/03/25 - 15:42:31,49.38516167,1.06768500
2025/03/25 - 15:42:32,49.38515500,1.06769500
2025/03/25 - 15:42:33,49.38514500,1.06770333
2025/03/25 - 15:42:34,49.38513333,1.06771167
2025/03/25 - 15:42:35,49.38511833,1.06772667
2025/03/25 - 15:42:36,49.38510667,1.06773500
2025/03/25 - 15:42:37,49.38509333,1.06774500
2025/03/25 - 15:42:38,49.38507833,1.06775667
2025/03/25 - 15:42:39,49.38506167,1.06776500
2025/03/25 - 15:42:40,49.38504500,1.06776667
2025/03/25 - 15:42:41,49.38503000,1.06777333
2025/03/25 - 15:42:42,49.38501333,1.06778333
2025/03/25 - 15:42:43,49.38500000,1.06778833
2025/03/25 - 15:42:44,49.38499000,1.06779333
2025/03/25 - 15:42:45,49.38498000,1.06780000
2025/03/25 - 15:42:46,49.38497333,1.06781000
2025/03/25 - 15:42:47,49.38496167,1.06781000
2025/03/25 - 15:42:48,49.38495167,1.06780500
2025/03/25 - 15:42:49,49.38494500,1.06781000
2025/03/25 - 15:42:50,49.38494000,1.06782167
2025/03/25 - 15:42:51,49.38494167,1.06783833
2025/03/25 - 15:42:52,49.38494333,1.06785333
2025/03/25 - 15:42:53,49.38495000,1.06787667
2025/03/25 - 15:42:54,49.38495833,1.06789000
2025/03/25 - 15:42:55,49.38496500,1.06790000
2025/03/25 - 15:42:56,49.38497167,1.06791167
2025/03/25 - 15:42:57,49.38498000,1.06792667
2025/03/25 - 15:42:58,49.38498667,1.06793667
2025/03/25 - 15:42:59,49.38499500,1.06794500
2025/03/25 - 15:43:00,49.38500667,1.06795667
2025/03/25 - 15:43:01,49.38501667,1.06796500
2025/03/25 - 15:43:02,49.38502833,1.06797167
2025/03/25 - 15:43:03,49.38503167,1.06797667
2025/03/25 - 15:43:04,49.38503667,1.06798000
2025/03/25 - 15:43:05,49.38504000,1.06798833
2025/03/25 - 15:43:06,49.38504333,1.06800000
2025/03/25 - 15:43:07,49.38505000,1.06801167
2025/03/25 - 15:43:08,49.38505167,1.06802167
2025/03/25 - 15:43:09,49.38505500,1.06802833
2025/03/25 - 15:43:10,49.38506167,1.06803833
2025/03/25 - 15:43:11,49.38506833,1.06804833
2025/03/25 - 15:43:12,49.38507333,1.06806000
2025/03/25 - 15:43:13,49.38507833,1.06807167
2025/03/25 - 15:43:14,49.38508333,1.06808167
2025/03/25 - 15:43:15,49.38508833,1.06809000
2025/03/25 - 15:43:16,49.38509500,1.06810167
2025/03/25 - 15:43:17,49.38509667,1.06811833
2025/03/25 - 15:43:18,49.38510000,1.06813000
2025/03/25 - 15:43:19,49.38510667,1.06814667
2025/03/25 - 15:43:20,49.38511167,1.06816167
2025/03/25 - 15:43:21,49.38512167,1.06817500
2025/03/25 - 15:43:22,49.38513167,1.06819000
2025/03/25 - 15:43:23,49.38513667,1.06820500
2025/03/25 - 15:43:24,49.38514000,1.06822000
2025/03/25 - 15:43:25,49.38514333,1.06822833
2025/03/25 - 15:43:26,49.38514667,1.06824000
2025/03/25 - 15:43:27,49.38515167,1.06825333
2025/03/25 - 15:43:28,49.38515667,1.06826667
2025/03/25 - 15:43:29,49.38516667,1.06827000
2025/03/25 - 15:43:30,49.38517167,1.06827833
2025/03/25 - 15:43:31,49.38517667,1.06829167
2025/03/25 - 15:43:32,49.38518333,1.06830667
2025/03/25 - 15:43:33,49.38518833,1.06831500
2025/03/25 - 15:43:34,49.38519500,1.06831667
2025/03/25 - 15:43:35,49.38519833,1.06832667
2025/03/25 - 15:43:36,49.38520000,1.06833833
2025/03/25 - 15:43:37,49.38520333,1.06834667
2025/03/25 - 15:43:38,49.38521167,1.06835667
2025/03/25 - 15:43:39,49.38521833,1.06836333
2025/03/25 - 15:43:40,49.38522667,1.06837000
2025/03/25 - 15:43:41,49.38524000,1.06838167
2025/03/25 - 15:43:42,49.38525000,1.06838833
2025/03/25 - 15:43:43,49.38526333,1.06839833
2025/03/25 - 15:43:44,49.38527667,1.06841000
2025/03/25 - 15:43:45,49.38528833,1.06841833
2025/03/25 - 15:43:46,49.38529667,1.06842833
2025/03/25 - 15:43:47,49.38530833,1.06844333
2025/03/25 - 15:43:48,49.38532167,1.06845667
2025/03/25 - 15:43:49,49.38533000,1.06846667
2025/03/25 - 15:43:50,49.38533833,1.06848000
2025/03/25 - 15:43:51,49.38534333,1.06849500
2025/03/25 - 15:43:52,49.38535500,1.06850333
2025/03/25 - 15:43:53,49.38536333,1.06851500
2025/03/25 - 15:43:54,49.38537333,1.06852667
2025/03/25 - 15:43:55,49.38538000,1.06853500
2025/03/25 - 15:43:56,49.38539167,1.06854667
2025/03/25 - 15:43:57,49.38539833,1.06855833
2025/03/25 - 15:43:58,49.38540667,1.06857333
2025/03/25 - 15:43:59,49.38541333,1.06858000
2025/03/25 - 15:44:00,49.38542167,1.06859000
2025/03/25 - 15:44:01,49.38543333,1.06860167
2025/03/25 - 15:44:02,49.38544167,1.06861000
2025/03/25 - 15:44:03,49.38545167,1.06862333
2025/03/25 - 15:44:04,49.38545833,1.06863167
2025/03/25 - 15:44:05,49.38546500,1.06864167
2025/03/25 - 15:44:06,49.38547500,1.06865167
2025/03/25 - 15:44:07,49.38548500,1.06866667
2025/03/25 - 15:44:08,49.38549500,1.06867667
2025/03/25 - 15:44:09,49.38550833,1.06868833
2025/03/25 - 15:44:10,49.38551833,1.06869833
2025/03/25 - 15:44:11,49.38552500,1.06870833
2025/03/25 - 15:44:12,49.38553333,1.06871667
2025/03/25 - 15:44:13,49.38554333,1.06873000
2025/03/25 - 15:44:14,49.38555000,1.06874000
2025/03/25 - 15:44:15,49.38555833,1.06875000
2025/03/25 - 15:44:16,49.38556667,1.06875667
2025/03/25 - 15:44:17,49.38557667,1.06876667
2025/03/25 - 15:44:18,49.38558667,1.06877167
2025/03/25 - 15:44:19,49.38559667,1.06877167
2025/03/25 - 15:44:20,49.38561000,1.06876500
2025/03/25 - 15:44:21,49.38562167,1.06875667
2025/03/25 - 15:44:22,49.38563333,1.06874833
2025/03/25 - 15:44:23,49.38564167,1.06873667
2025/03/25 - 15:44:24,49.38564667,1.06872000
2025/03/25 - 15:44:25,49.38565167,1.06870000
2025/03/25 - 15:44:26,49.38565500,1.06868500
2025/03/25 - 15:44:27,49.38566000,1.06866833
2025/03/25 - 15:44:28,49.38566333,1.06865500
2025/03/25 - 15:44:29,49.38566667,1.06863500
2025/03/25 - 15:44:30,49.38567000,1.06862167
2025/03/25 - 15:44:31,49.38567500,1.06860500
2025/03/25 - 15:44:32,49.38568000,1.06858833
2025/03/25 - 15:44:33,49.38568667,1.06857333
2025/03/25 - 15:44:34,49.38569333,1.06856000
2025/03/25 - 15:44:35,49.38570000,1.06854667
2025/03/25 - 15:44:36,49.38570333,1.06853333
2025/03/25 - 15:44:37,49.38571000,1.06851833
2025/03/25 - 15:44:38,49.38571333,1.06850333
2025/03/25 - 15:44:39,49.38571833,1.06849333
2025/03/25 - 15:44:40,49.38572000,1.06847833
2025/03/25 - 15:44:41,49.38572167,1.06846167
2025/03/25 - 15:44:42,49.38572333,1.06844667
2025/03/25 - 15:44:43,49.38572667,1.06842833
2025/03/25 - 15:44:44,49.38573000,1.06841500
2025/03/25 - 15:44:45,49.38573167,1.06840500
2025/03/25 - 15:44:46,49.38573500,1.06839500
2025/03/25 - 15:44:47,49.38573833,1.06838167
2025/03/25 - 15:44:48,49.38574333,1.06836500
2025/03/25 - 15:44:49,49.38574500,1.06834500
2025/03/25 - 15:44:50,49.38574833,1.06832667
2025/03/25 - 15:44:51,49.38575167,1.06831333
2025/03/25 - 15:44:52,49.38575667,1.06830000
2025/03/25 - 15:44:53,49.38575833,1.06828167
2025/03/25 - 15:44:54,49.38575667,1.06827000
2025/03/25 - 15:44:55,49.38575667,1.06825500
2025/03/25 - 15:44:56,49.38576167,1.06824333
2025/03/25 - 15:44:57,49.38576667,1.06823000
2025/03/25 - 15:44:58,49.38577167,1.06821333
2025/03/25 - 15:44:59,49.38577333,1.06820667
2025/03/25 - 15:45:00,49.38577667,1.06819167
2025/03/25 - 15:45:01,49.38577333,1.06817167
2025/03/25 - 15:45:02,49.38577500,1.06815500
2025/03/25 - 15:45:03,49.38577500,1.06813333
2025/03/25 - 15:45:04,49.38577500,1.06811833
2025/03/25 - 15:45:05,49.38577500,1.06810500
2025/03/25 - 15:45:06,49.38577500,1.06809167
2025/03/25 - 15:45:07,49.38577167,1.06808000
2025/03/25 - 15:45:08,49.38577167,1.06807333
2025/03/25 - 15:45:09,49.38577167,1.06806500
2025/03/25 - 15:45:10,49.38576833,1.06805333
2025/03/25 - 15:45:11,49.38576833,1.06803833
2025/03/25 - 15:45:12,49.38576333,1.06802667
2025/03/25 - 15:45:13,49.38576000,1.06801667
2025/03/25 - 15:45:14,49.38575500,1.06800500
2025/03/25 - 15:45:15,49.38575167,1.06799000
2025/03/25 - 15:45:16,49.38575000,1.06797667
2025/03/25 - 15:45:17,49.38574667,1.06796500
2025/03/25 - 15:45:18,49.38574333,1.06795333
2025/03/25 - 15:45:19,49.38574000,1.06794000
2025/03/25 - 15:45:20,49.38573833,1.06793000
2025/03/25 - 15:45:21,49.38573000,1.06791667
2025/03/25 - 15:45:22,49.38571833,1.06791000
2025/03/25 - 15:45:23,49.38570833,1.06790167
2025/03/25 - 15:45:24,49.38569667,1.06789333
2025/03/25 - 15:45:25,49.38568500,1.06788500
2025/03/25 - 15:45:26,49.38567500,1.06787833
2025/03/25 - 15:45:27,49.38566500,1.06787167
2025/03/25 - 15:45:28,49.38565500,1.06786167
2025/03/25 - 15:45:29,49.38564500,1.06785333
2025/03/25 - 15:45:30,49.38563667,1.06784667
2025/03/25 - 15:45:31,49.38563000,1.06783667
2025/03/25 - 15:45:32,49.38562500,1.06782333
2025/03/25 - 15:45:33,49.38561833,1.06781333
2025/03/25 - 15:45:34,49.38561000,1.06780167
2025/03/25 - 15:45:35,49.38560167,1.06779667
2025/03/25 - 15:45:36,49.38559333,1.06779000
2025/03/25 - 15:45:37,49.38558500,1.06778167
2025/03/25 - 15:45:38,49.38557500,1.06777000
2025/03/25 - 15:45:39,49.38556500,1.06776500
2025/03/25 - 15:45:40,49.38555667,1.06775833
2025/03/25 - 15:45:41,49.38555167,1.06775167
2025/03/25 - 15:45:42,49.38554333,1.06774333
2025/03/25 - 15:45:43,49.38553167,1.06773667
2025/03/25 - 15:45:44,49.38551833,1.06773167
2025/03/25 - 15:45:45,49.38551000,1.06772667
2025/03/25 - 15:45:46,49.38549833,1.06772333
2025/03/25 - 15:45:47,49.38549000,1.06771667
2025/03/25 - 15:45:48,49.38548167,1.06771167
2025/03/25 - 15:45:49,49.38547333,1.06770667
2025/03/25 - 15:45:50,49.38546333,1.06770000
2025/03/25 - 15:45:51,49.38545167,1.06769167
2025/03/25 - 15:45:52,49.38544000,1.06768667
2025/03/25 - 15:45:53,49.38543167,1.06767833
2025/03/25 - 15:45:54,49.38542167,1.06766833
2025/03/25 - 15:45:55,49.38541167,1.06765833
2025/03/25 - 15:45:56,49.38540167,1.06765167
2025/03/25 - 15:45:57,49.38539333,1.06764667
2025/03/25 - 15:45:58,49.38538667,1.06764167
2025/03/25 - 15:45:59,49.38537833,1.06763333
2025/03/25 - 15:46:00,49.38536833,1.06762333
2025/03/25 - 15:46:01,49.38536000,1.06761667
2025/03/25 - 15:46:02,49.38535333,1.06761500
2025/03/25 - 15:46:03,49.38534333,1.06760833
2025/03/25 - 15:46:04,49.38533167,1.06760333
2025/03/25 - 15:46:05,49.38532000,1.06760000
2025/03/25 - 15:46:06,49.38530667,1.06760667
2025/03/25 - 15:46:07,49.38529500,1.06761167
2025/03/25 - 15:46:08,49.38528167,1.06761333
2025/03/25 - 15:46:09,49.38527167,1.06761167
2025/03/25 - 15:46:10,49.38526167,1.06761167
2025/03/25 - 15:46:11,49.38525333,1.06761167
2025/03/25 - 15:46:12,49.38524333,1.06761500
2025/03/25 - 15:46:13,49.38523500,1.06761833
2025/03/25 - 15:46:14,49.38522667,1.06762000
2025/03/25 - 15:46:15,49.38521500,1.06762000
2025/03/25 - 15:46:16,49.38520500,1.06762667
2025/03/25 - 15:46:17,49.38519667,1.06763833
2025/03/25 - 15:46:18,49.38519000,1.06764000
2025/03/25 - 15:46:19,49.38517833,1.06764167
2025/03/25 - 15:46:20,49.38517000,1.06764500
2025/03/25 - 15:46:21,49.38515833,1.06765167
2025/03/25 - 15:46:22,49.38514833,1.06765500
2025/03/25 - 15:46:23,49.38513833,1.06766000
2025/03/25 - 15:46:24,49.38512333,1.06766667
2025/03/25 - 15:46:25,49.38510333,1.06767167
2025/03/25 - 15:46:26,49.38508667,1.06767833
2025/03/25 - 15:46:27,49.38507333,1.06768667
2025/03/25 - 15:46:28,49.38506667,1.06769167
2025/03/25 - 15:46:29,49.38505167,1.06770000
2025/03/25 - 15:46:30,49.38503667,1.06770833
2025/03/25 - 15:46:31,49.38502667,1.06771500
2025/03/25 - 15:46:32,49.38501167,1.06772500
2025/03/25 - 15:46:33,49.38499500,1.06774000
2025/03/25 - 15:46:34,49.38498000,1.06775333
2025/03/25 - 15:46:35,49.38496333,1.06776500
2025/03/25 - 15:46:36,49.38495000,1.06777667
2025/03/25 - 15:46:37,49.38494167,1.06779000
2025/03/25 - 15:46:38,49.38493500,1.06780000
2025/03/25 - 15:46:39,49.38493333,1.06781333
2025/03/25 - 15:46:40,49.38493167,1.06782500
2025/03/25 - 15:46:41,49.38492833,1.06783500
2025/03/25 - 15:46:42,49.38492833,1.06784333
2025/03/25 - 15:46:43,49.38493167,1.06784833
2025/03/25 - 15:46:44,49.38493833,1.06785500
2025/03/25 - 15:46:45,49.38494500,1.06786667
2025/03/25 - 15:46:46,49.38495167,1.06787833
2025/03/25 - 15:46:47,49.38495667,1.06788667
2025/03/25 - 15:46:48,49.38496000,1.06789500
2025/03/25 - 15:46:49,49.38496500,1.06790000
2025/03/25 - 15:46:50,49.38496667,1.06790667
2025/03/25 - 15:46:51,49.38496833,1.06791000
